,secID,ticker,secShortName,endDate,NAV,publishDate,ACCUM_NAV,currencyCd,ADJUST_NAV,navChg,navChgPct,adjNavChgPct,partyID,partyShortName
436,510050.XSHG,510050,华夏上证50ETF,2016-10-20,2.277,2016-10-21,3.04,CNY,3.2586,0.002,0.0879,0.089,26812,华夏基金
437,510050.XSHG,510050,华夏上证50ETF,2016-10-21,2.295,2016-10-22,3.061,CNY,3.2844,0.018,0.7905,0.7917,26812,华夏基金
438,510050.XSHG,510050,华夏上证50ETF,2016-10-24,2.325,2016-10-25,3.097,CNY,3.3273,0.03,1.3072,1.3061,26812,华夏基金
439,510050.XSHG,510050,华夏上证50ETF,2016-10-25,2.321,2016-10-26,3.092,CNY,3.3216,-0.004,-0.172,-0.1714,26812,华夏基金
440,510050.XSHG,510050,华夏上证50ETF,2016-10-26,2.311,2016-10-27,3.08,CNY,3.3073,-0.01,-0.4308,-0.4306,26812,华夏基金
441,510050.XSHG,510050,华夏上证50ETF,2016-10-27,2.304,2016-10-28,3.072,CNY,3.2973,-0.007,-0.3029,-0.3024,26812,华夏基金
442,510050.XSHG,510050,华夏上证50ETF,2016-10-28,2.308,2016-10-29,3.077,CNY,3.303,0.004,0.1736,0.1728,26812,华夏基金
443,510050.XSHG,510050,华夏上证50ETF,2016-10-31,2.304,2016-11-01,3.072,CNY,3.2973,-0.004,-0.1733,-0.1726,26812,华夏基金
444,510050.XSHG,510050,华夏上证50ETF,2016-11-01,2.318,2016-11-02,3.089,CNY,3.3173,0.014,0.6076,0.6065,26812,华夏基金
445,510050.XSHG,510050,华夏上证50ETF,2016-11-02,2.299,2016-11-03,3.066,CNY,3.2901,-0.019,-0.8197,-0.82,26812,华夏基金
446,510050.XSHG,510050,华夏上证50ETF,2016-11-03,2.328,2016-11-04,3.1,CNY,3.3316,0.029,1.2614,1.2613,26812,华夏基金
447,510050.XSHG,510050,华夏上证50ETF,2016-11-04,2.326,2016-11-05,3.098,CNY,3.3287,-0.002,-0.0859,-0.0871,26812,华夏基金
448,510050.XSHG,510050,华夏上证50ETF,2016-11-07,2.331,2016-11-08,3.104,CNY,3.3359,0.005,0.215,0.2163,26812,华夏基金
449,510050.XSHG,510050,华夏上证50ETF,2016-11-08,2.336,2016-11-09,3.11,CNY,3.343,0.005,0.2145,0.2128,26812,华夏基金
450,510050.XSHG,510050,华夏上证50ETF,2016-11-09,2.318,2016-11-10,3.089,CNY,3.3173,-0.018,-0.7705,-0.7688,26812,华夏基金
451,510050.XSHG,510050,华夏上证50ETF,2016-11-10,2.344,2016-11-11,3.119,CNY,3.3545,0.026,1.1217,1.1213,26812,华夏基金
452,510050.XSHG,510050,华夏上证50ETF,2016-11-11,2.363,2016-11-12,3.142,CNY,3.3817,0.019,0.8106,0.8108,26812,华夏基金
453,510050.XSHG,510050,华夏上证50ETF,2016-11-14,2.372,2016-11-15,3.153,CNY,3.3946,0.009,0.3809,0.3814,26812,华夏基金
454,510050.XSHG,510050,华夏上证50ETF,2016-11-15,2.365,2016-11-17,3.144,CNY,3.3845,-0.007,-0.2951,-0.2976,26812,华夏基金
455,510050.XSHG,510050,华夏上证50ETF,2016-11-16,2.364,2016-11-17,3.143,CNY,3.3831,-0.001,-0.0423,-0.0414,26812,华夏基金
456,510050.XSHG,510050,华夏上证50ETF,2016-11-17,2.371,2016-11-17,3.151,CNY,3.3931,0.007,0.2961,0.2955,26812,华夏基金
457,510050.XSHG,510050,华夏上证50ETF,2016-11-18,2.361,2016-11-18,3.14,CNY,3.3788,-0.01,-0.4218,-0.4215,26812,华夏基金
458,510050.XSHG,510050,华夏上证50ETF,2016-11-21,2.389,2016-11-21,3.173,CNY,3.4189,0.028,1.1859,1.1868,26812,华夏基金
459,510050.XSHG,510050,华夏上证50ETF,2016-11-22,2.407,2016-11-22,3.194,CNY,3.4447,0.018,0.7535,0.7546,26812,华夏基金
460,510050.XSHG,510050,华夏上证50ETF,2016-11-23,2.415,2016-11-23,3.203,CNY,3.4561,0.008,0.3324,0.3309,26812,华夏基金
461,510050.XSHG,510050,华夏上证50ETF,2016-11-24,2.423,2016-11-24,3.213,CNY,3.4676,0.008,0.3313,0.3327,26812,华夏基金
462,510050.XSHG,510050,华夏上证50ETF,2016-11-25,2.449,2016-11-25,3.244,CNY,3.5048,0.026,1.073,1.0727,26812,华夏基金
463,510050.XSHG,510050,华夏上证50ETF,2016-11-28,2.458,2016-11-28,3.254,CNY,3.5176,0.009,0.3675,0.3652,26812,华夏基金
464,510050.XSHG,510050,华夏上证50ETF,2016-11-29,2.443,2016-11-30,3.299,CNY,3.5732,-0.015,-0.6103,1.5806,26812,华夏基金
465,510050.XSHG,510050,华夏上证50ETF,2016-11-30,2.421,2016-11-30,3.273,CNY,3.541,-0.022,-0.9005,-0.9012,26812,华夏基金
466,510050.XSHG,510050,华夏上证50ETF,2016-12-01,2.432,2016-12-01,3.286,CNY,3.5571,0.011,0.4544,0.4546,26812,华夏基金
467,510050.XSHG,510050,华夏上证50ETF,2016-12-02,2.418,2016-12-02,3.27,CNY,3.5367,-0.014,-0.5757,-0.5736,26812,华夏基金
468,510050.XSHG,510050,华夏上证50ETF,2016-12-05,2.377,2016-12-05,3.221,CNY,3.4767,-0.041,-1.6956,-1.6965,26812,华夏基金
469,510050.XSHG,510050,华夏上证50ETF,2016-12-06,2.37,2016-12-07,3.213,CNY,3.4664,-0.007,-0.2945,-0.2963,26812,华夏基金
470,510050.XSHG,510050,华夏上证50ETF,2016-12-07,2.378,2016-12-08,3.222,CNY,3.4781,0.008,0.3376,0.3375,26812,华夏基金
471,510050.XSHG,510050,华夏上证50ETF,2016-12-08,2.38,2016-12-09,3.225,CNY,3.4811,0.002,0.0841,0.0862,26812,华夏基金
472,510050.XSHG,510050,华夏上证50ETF,2016-12-09,2.412,2016-12-10,3.263,CNY,3.5279,0.032,1.3445,1.3444,26812,华夏基金
473,510050.XSHG,510050,华夏上证50ETF,2016-12-12,2.389,2016-12-13,3.235,CNY,3.4942,-0.023,-0.9536,-0.9553,26812,华夏基金
474,510050.XSHG,510050,华夏上证50ETF,2016-12-13,2.374,2016-12-14,3.218,CNY,3.4723,-0.015,-0.6279,-0.6268,26812,华夏基金
475,510050.XSHG,510050,华夏上证50ETF,2016-12-14,2.362,2016-12-15,3.203,CNY,3.4547,-0.012,-0.5055,-0.5069,26812,华夏基金
476,510050.XSHG,510050,华夏上证50ETF,2016-12-15,2.312,2016-12-16,3.144,CNY,3.3816,-0.05,-2.1169,-2.116,26812,华夏基金
477,510050.XSHG,510050,华夏上证50ETF,2016-12-16,2.305,2016-12-17,3.136,CNY,3.3714,-0.007,-0.3028,-0.3017,26812,华夏基金
478,510050.XSHG,510050,华夏上证50ETF,2016-12-19,2.295,2016-12-20,3.124,CNY,3.3568,-0.01,-0.4338,-0.4331,26812,华夏基金
479,510050.XSHG,510050,华夏上证50ETF,2016-12-20,2.283,2016-12-21,3.11,CNY,3.3392,-0.012,-0.5229,-0.5244,26812,华夏基金
480,510050.XSHG,510050,华夏上证50ETF,2016-12-21,2.3,2016-12-22,3.13,CNY,3.3641,0.017,0.7446,0.7456,26812,华夏基金
481,510050.XSHG,510050,华夏上证50ETF,2016-12-22,2.295,2016-12-23,3.124,CNY,3.3568,-0.005,-0.2174,-0.217,26812,华夏基金
482,510050.XSHG,510050,华夏上证50ETF,2016-12-23,2.282,2016-12-24,3.109,CNY,3.3377,-0.013,-0.5664,-0.569,26812,华夏基金
483,510050.XSHG,510050,华夏上证50ETF,2016-12-26,2.298,2016-12-27,3.128,CNY,3.3611,0.016,0.7011,0.701,26812,华夏基金
484,510050.XSHG,510050,华夏上证50ETF,2016-12-27,2.29,2016-12-28,3.118,CNY,3.3494,-0.008,-0.3481,-0.3482,26812,华夏基金
485,510050.XSHG,510050,华夏上证50ETF,2016-12-28,2.281,2016-12-29,3.108,CNY,3.3363,-0.009,-0.393,-0.3912,26812,华夏基金
486,510050.XSHG,510050,华夏上证50ETF,2016-12-29,2.278,2016-12-30,3.104,CNY,3.3319,-0.003,-0.1315,-0.1319,26812,华夏基金
487,510050.XSHG,510050,华夏上证50ETF,2016-12-30,2.29,2016-12-31,3.118,CNY,3.3494,0.012,0.5268,0.5252,26812,华夏基金
488,510050.XSHG,510050,华夏上证50ETF,2016-12-31,2.29,2017-01-01,3.118,CNY,3.3494,0.0,0.0,0.0,26812,华夏基金
489,510050.XSHG,510050,华夏上证50ETF,2017-01-03,2.31,2017-01-04,3.142,CNY,3.3787,0.02,0.8734,0.8747,26812,华夏基金
490,510050.XSHG,510050,华夏上证50ETF,2017-01-04,2.324,2017-01-04,3.158,CNY,3.3992,0.014,0.6061,0.6067,26812,华夏基金
491,510050.XSHG,510050,华夏上证50ETF,2017-01-05,2.325,2017-01-05,3.16,CNY,3.4006,0.001,0.043,0.0411,26812,华夏基金
492,510050.XSHG,510050,华夏上证50ETF,2017-01-06,2.312,2017-01-06,3.144,CNY,3.3816,-0.013,-0.5591,-0.5588,26812,华夏基金
493,510050.XSHG,510050,华夏上证50ETF,2017-01-09,2.321,2017-01-09,3.155,CNY,3.3948,0.009,0.3893,0.3903,26812,华夏基金
494,510050.XSHG,510050,华夏上证50ETF,2017-01-10,2.315,2017-01-10,3.148,CNY,3.386,-0.006,-0.2585,-0.2593,26812,华夏基金
495,510050.XSHG,510050,华夏上证50ETF,2017-01-11,2.303,2017-01-11,3.134,CNY,3.3685,-0.012,-0.5184,-0.5169,26812,华夏基金
496,510050.XSHG,510050,华夏上证50ETF,2017-01-12,2.298,2017-01-12,3.128,CNY,3.3611,-0.005,-0.2171,-0.2197,26812,华夏基金
497,510050.XSHG,510050,华夏上证50ETF,2017-01-13,2.311,2017-01-13,3.143,CNY,3.3802,0.013,0.5657,0.5682,26812,华夏基金
498,510050.XSHG,510050,华夏上证50ETF,2017-01-16,2.34,2017-01-16,3.177,CNY,3.4226,0.029,1.2549,1.2543,26812,华夏基金
499,510050.XSHG,510050,华夏上证50ETF,2017-01-17,2.332,2017-01-17,3.168,CNY,3.4109,-0.008,-0.3419,-0.3419,26812,华夏基金
500,510050.XSHG,510050,华夏上证50ETF,2017-01-18,2.345,2017-01-18,3.183,CNY,3.4299,0.013,0.5575,0.557,26812,华夏基金
501,510050.XSHG,510050,华夏上证50ETF,2017-01-19,2.337,2017-01-19,3.174,CNY,3.4182,-0.008,-0.3412,-0.3412,26812,华夏基金
502,510050.XSHG,510050,华夏上证50ETF,2017-01-20,2.349,2017-01-21,3.188,CNY,3.4357,0.012,0.5135,0.5119,26812,华夏基金
503,510050.XSHG,510050,华夏上证50ETF,2017-01-23,2.349,2017-01-23,3.188,CNY,3.4357,0.0,0.0,0.0,26812,华夏基金
504,510050.XSHG,510050,华夏上证50ETF,2017-01-24,2.354,2017-01-24,3.194,CNY,3.443,0.005,0.2129,0.2124,26812,华夏基金
505,510050.XSHG,510050,华夏上证50ETF,2017-01-25,2.36,2017-01-25,3.201,CNY,3.4518,0.006,0.2549,0.2555,26812,华夏基金
506,510050.XSHG,510050,华夏上证50ETF,2017-01-26,2.365,2017-01-26,3.207,CNY,3.4591,0.005,0.2119,0.2114,26812,华夏基金
507,510050.XSHG,510050,华夏上证50ETF,2017-02-03,2.341,2017-02-03,3.179,CNY,3.424,-0.024,-1.0148,-1.0148,26812,华夏基金
508,510050.XSHG,510050,华夏上证50ETF,2017-02-06,2.345,2017-02-06,3.183,CNY,3.4299,0.004,0.1709,0.1723,26812,华夏基金
509,510050.XSHG,510050,华夏上证50ETF,2017-02-07,2.339,2017-02-07,3.176,CNY,3.4211,-0.006,-0.2559,-0.2566,26812,华夏基金
510,510050.XSHG,510050,华夏上证50ETF,2017-02-08,2.347,2017-02-08,3.186,CNY,3.4328,0.008,0.342,0.3419,26812,华夏基金
511,510050.XSHG,510050,华夏上证50ETF,2017-02-09,2.355,2017-02-09,3.195,CNY,3.4445,0.008,0.3409,0.3408,26812,华夏基金
512,510050.XSHG,510050,华夏上证50ETF,2017-02-10,2.368,2017-02-10,3.211,CNY,3.4635,0.013,0.552,0.5516,26812,华夏基金
513,510050.XSHG,510050,华夏上证50ETF,2017-02-13,2.379,2017-02-13,3.224,CNY,3.4796,0.011,0.4645,0.4648,26812,华夏基金
514,510050.XSHG,510050,华夏上证50ETF,2017-02-14,2.373,2017-02-14,3.216,CNY,3.4708,-0.006,-0.2522,-0.253,26812,华夏基金
515,510050.XSHG,510050,华夏上证50ETF,2017-02-15,2.372,2017-02-15,3.215,CNY,3.4694,-0.001,-0.0421,-0.0404,26812,华夏基金
516,510050.XSHG,510050,华夏上证50ETF,2017-02-16,2.377,2017-02-16,3.221,CNY,3.4767,0.005,0.2108,0.2104,26812,华夏基金
517,510050.XSHG,510050,华夏上证50ETF,2017-02-17,2.363,2017-02-17,3.205,CNY,3.4562,-0.014,-0.589,-0.5897,26812,华夏基金
518,510050.XSHG,510050,华夏上证50ETF,2017-02-20,2.393,2017-02-20,3.24,CNY,3.5001,0.03,1.2696,1.2701,26812,华夏基金
519,510050.XSHG,510050,华夏上证50ETF,2017-02-21,2.396,2017-02-21,3.244,CNY,3.5045,0.003,0.1254,0.1257,26812,华夏基金
520,510050.XSHG,510050,华夏上证50ETF,2017-02-22,2.397,2017-02-22,3.245,CNY,3.5059,0.001,0.0417,0.0399,26812,华夏基金
521,510050.XSHG,510050,华夏上证50ETF,2017-02-23,2.387,2017-02-23,3.233,CNY,3.4913,-0.01,-0.4172,-0.4165,26812,华夏基金
522,510050.XSHG,510050,华夏上证50ETF,2017-02-24,2.389,2017-02-24,3.235,CNY,3.4942,0.002,0.0838,0.083,26812,华夏基金
523,510050.XSHG,510050,华夏上证50ETF,2017-02-27,2.37,2017-02-27,3.213,CNY,3.4664,-0.019,-0.7953,-0.7957,26812,华夏基金
524,510050.XSHG,510050,华夏上证50ETF,2017-02-28,2.37,2017-02-28,3.213,CNY,3.4664,0.0,0.0,0.0,26812,华夏基金
525,510050.XSHG,510050,华夏上证50ETF,2017-03-01,2.371,2017-03-01,3.214,CNY,3.4679,0.001,0.0422,0.0432,26812,华夏基金
526,510050.XSHG,510050,华夏上证50ETF,2017-03-02,2.355,2017-03-02,3.195,CNY,3.4445,-0.016,-0.6748,-0.6748,26812,华夏基金
527,510050.XSHG,510050,华夏上证50ETF,2017-03-03,2.347,2017-03-03,3.186,CNY,3.4328,-0.008,-0.3397,-0.3397,26812,华夏基金
528,510050.XSHG,510050,华夏上证50ETF,2017-03-06,2.35,2017-03-06,3.189,CNY,3.4372,0.003,0.1278,0.1281,26812,华夏基金
529,510050.XSHG,510050,华夏上证50ETF,2017-03-07,2.356,2017-03-07,3.196,CNY,3.446,0.006,0.2553,0.256,26812,华夏基金
530,510050.XSHG,510050,华夏上证50ETF,2017-03-08,2.358,2017-03-08,3.199,CNY,3.4489,0.002,0.0849,0.0841,26812,华夏基金
531,510050.XSHG,510050,华夏上证50ETF,2017-03-09,2.346,2017-03-09,3.185,CNY,3.4313,-0.012,-0.5089,-0.5104,26812,华夏基金
532,510050.XSHG,510050,华夏上证50ETF,2017-03-10,2.339,2017-03-10,3.176,CNY,3.4211,-0.007,-0.2984,-0.2973,26812,华夏基金
533,510050.XSHG,510050,华夏上证50ETF,2017-03-13,2.354,2017-03-13,3.194,CNY,3.443,0.015,0.6413,0.6401,26812,华夏基金
534,510050.XSHG,510050,华夏上证50ETF,2017-03-14,2.354,2017-03-14,3.194,CNY,3.443,0.0,0.0,0.0,26812,华夏基金
535,510050.XSHG,510050,华夏上证50ETF,2017-03-15,2.357,2017-03-15,3.198,CNY,3.4474,0.003,0.1274,0.1277,26812,华夏基金
536,510050.XSHG,510050,华夏上证50ETF,2017-03-16,2.368,2017-03-16,3.211,CNY,3.4635,0.011,0.4667,0.467,26812,华夏基金
537,510050.XSHG,510050,华夏上证50ETF,2017-03-17,2.346,2017-03-17,3.185,CNY,3.4313,-0.022,-0.9291,-0.9297,26812,华夏基金
538,510050.XSHG,510050,华夏上证50ETF,2017-03-20,2.349,2017-03-20,3.188,CNY,3.4357,0.003,0.1279,0.1282,26812,华夏基金
539,510050.XSHG,510050,华夏上证50ETF,2017-03-21,2.356,2017-03-21,3.196,CNY,3.446,0.007,0.298,0.2997,26812,华夏基金
540,510050.XSHG,510050,华夏上证50ETF,2017-03-22,2.337,2017-03-22,3.174,CNY,3.4182,-0.019,-0.8065,-0.8068,26812,华夏基金
541,510050.XSHG,510050,华夏上证50ETF,2017-03-23,2.346,2017-03-23,3.185,CNY,3.4313,0.009,0.3851,0.3832,26812,华夏基金
542,510050.XSHG,510050,华夏上证50ETF,2017-03-24,2.364,2017-03-24,3.206,CNY,3.4577,0.018,0.7673,0.7693,26812,华夏基金
543,510050.XSHG,510050,华夏上证50ETF,2017-03-27,2.363,2017-03-27,3.205,CNY,3.4562,-0.001,-0.0423,-0.0434,26812,华夏基金
544,510050.XSHG,510050,华夏上证50ETF,2017-03-28,2.355,2017-03-28,3.195,CNY,3.4445,-0.008,-0.3386,-0.3386,26812,华夏基金
545,510050.XSHG,510050,华夏上证50ETF,2017-03-29,2.352,2017-03-29,3.192,CNY,3.4401,-0.003,-0.1274,-0.1278,26812,华夏基金
546,510050.XSHG,510050,华夏上证50ETF,2017-03-30,2.346,2017-03-30,3.185,CNY,3.4313,-0.006,-0.2551,-0.2559,26812,华夏基金
547,510050.XSHG,510050,华夏上证50ETF,2017-03-31,2.359,2017-03-31,3.2,CNY,3.4504,0.013,0.5541,0.5566,26812,华夏基金
548,510050.XSHG,510050,华夏上证50ETF,2017-04-05,2.383,2017-04-05,3.228,CNY,3.4855,0.024,1.0174,1.0172,26812,华夏基金
549,510050.XSHG,510050,华夏上证50ETF,2017-04-06,2.389,2017-04-06,3.235,CNY,3.4942,0.006,0.2518,0.2496,26812,华夏基金
550,510050.XSHG,510050,华夏上证50ETF,2017-04-07,2.387,2017-04-07,3.233,CNY,3.4913,-0.002,-0.0837,-0.083,26812,华夏基金
551,510050.XSHG,510050,华夏上证50ETF,2017-04-10,2.378,2017-04-10,3.222,CNY,3.4781,-0.009,-0.377,-0.3781,26812,华夏基金
552,510050.XSHG,510050,华夏上证50ETF,2017-04-11,2.381,2017-04-11,3.226,CNY,3.4825,0.003,0.1262,0.1265,26812,华夏基金
553,510050.XSHG,510050,华夏上证50ETF,2017-04-12,2.377,2017-04-12,3.221,CNY,3.4767,-0.004,-0.168,-0.1666,26812,华夏基金
554,510050.XSHG,510050,华夏上证50ETF,2017-04-13,2.367,2017-04-13,3.209,CNY,3.4621,-0.01,-0.4207,-0.42,26812,华夏基金
555,510050.XSHG,510050,华夏上证50ETF,2017-04-14,2.354,2017-04-14,3.194,CNY,3.443,-0.013,-0.5492,-0.5517,26812,华夏基金
556,510050.XSHG,510050,华夏上证50ETF,2017-04-17,2.356,2017-04-17,3.196,CNY,3.446,0.002,0.085,0.0871,26812,华夏基金
557,510050.XSHG,510050,华夏上证50ETF,2017-04-18,2.336,2017-04-18,3.173,CNY,3.4167,-0.02,-0.8489,-0.8503,26812,华夏基金
558,510050.XSHG,510050,华夏上证50ETF,2017-04-19,2.324,2017-04-19,3.158,CNY,3.3992,-0.012,-0.5137,-0.5122,26812,华夏基金
559,510050.XSHG,510050,华夏上证50ETF,2017-04-20,2.334,2017-04-20,3.17,CNY,3.4138,0.01,0.4303,0.4295,26812,华夏基金
560,510050.XSHG,510050,华夏上证50ETF,2017-04-21,2.346,2017-04-21,3.185,CNY,3.4313,0.012,0.5141,0.5126,26812,华夏基金
561,510050.XSHG,510050,华夏上证50ETF,2017-04-24,2.34,2017-04-24,3.177,CNY,3.4226,-0.006,-0.2558,-0.2536,26812,华夏基金
562,510050.XSHG,510050,华夏上证50ETF,2017-04-25,2.343,2017-04-25,3.181,CNY,3.427,0.003,0.1282,0.1285,26812,华夏基金
563,510050.XSHG,510050,华夏上证50ETF,2017-04-26,2.343,2017-04-26,3.181,CNY,3.427,0.0,0.0,0.0,26812,华夏基金
564,510050.XSHG,510050,华夏上证50ETF,2017-04-27,2.35,2017-04-27,3.189,CNY,3.4372,0.007,0.2988,0.2976,26812,华夏基金
565,510050.XSHG,510050,华夏上证50ETF,2017-04-28,2.345,2017-04-28,3.183,CNY,3.4299,-0.005,-0.2128,-0.2124,26812,华夏基金
566,510050.XSHG,510050,华夏上证50ETF,2017-05-02,2.335,2017-05-02,3.172,CNY,3.4153,-0.01,-0.4264,-0.4257,26812,华夏基金
567,510050.XSHG,510050,华夏上证50ETF,2017-05-03,2.328,2017-05-03,3.163,CNY,3.405,-0.007,-0.2998,-0.3016,26812,华夏基金
568,510050.XSHG,510050,华夏上证50ETF,2017-05-04,2.324,2017-05-04,3.158,CNY,3.3992,-0.004,-0.1718,-0.1704,26812,华夏基金
569,510050.XSHG,510050,华夏上证50ETF,2017-05-05,2.319,2017-05-05,3.153,CNY,3.3919,-0.005,-0.2151,-0.2148,26812,华夏基金
570,510050.XSHG,510050,华夏上证50ETF,2017-05-08,2.325,2017-05-08,3.16,CNY,3.4006,0.006,0.2587,0.2564,26812,华夏基金
571,510050.XSHG,510050,华夏上证50ETF,2017-05-09,2.316,2017-05-09,3.149,CNY,3.3875,-0.009,-0.3871,-0.3853,26812,华夏基金
572,510050.XSHG,510050,华夏上证50ETF,2017-05-10,2.323,2017-05-10,3.157,CNY,3.3977,0.007,0.3022,0.3011,26812,华夏基金
573,510050.XSHG,510050,华夏上证50ETF,2017-05-11,2.338,2017-05-11,3.175,CNY,3.4196,0.015,0.6457,0.6445,26812,华夏基金
574,510050.XSHG,510050,华夏上证50ETF,2017-05-12,2.373,2017-05-12,3.216,CNY,3.4708,0.035,1.497,1.4972,26812,华夏基金
575,510050.XSHG,510050,华夏上证50ETF,2017-05-15,2.379,2017-05-15,3.224,CNY,3.4796,0.006,0.2528,0.2535,26812,华夏基金
576,510050.XSHG,510050,华夏上证50ETF,2017-05-16,2.379,2017-05-16,3.224,CNY,3.4796,0.0,0.0,0.0,26812,华夏基金
577,510050.XSHG,510050,华夏上证50ETF,2017-05-17,2.361,2017-05-17,3.202,CNY,3.4533,-0.018,-0.7566,-0.7559,26812,华夏基金
578,510050.XSHG,510050,华夏上证50ETF,2017-05-18,2.352,2017-05-18,3.192,CNY,3.4401,-0.009,-0.3812,-0.3823,26812,华夏基金
579,510050.XSHG,510050,华夏上证50ETF,2017-05-19,2.359,2017-05-19,3.2,CNY,3.4504,0.007,0.2976,0.2994,26812,华夏基金
580,510050.XSHG,510050,华夏上证50ETF,2017-05-22,2.379,2017-05-22,3.224,CNY,3.4796,0.02,0.8478,0.8462,26812,华夏基金
581,510050.XSHG,510050,华夏上证50ETF,2017-05-23,2.409,2017-05-23,3.259,CNY,3.5235,0.03,1.261,1.2616,26812,华夏基金
582,510050.XSHG,510050,华夏上证50ETF,2017-05-24,2.404,2017-05-24,3.253,CNY,3.5162,-0.005,-0.2076,-0.2072,26812,华夏基金
583,510050.XSHG,510050,华夏上证50ETF,2017-05-25,2.471,2017-05-25,3.333,CNY,3.6142,0.067,2.787,2.787,26812,华夏基金
584,510050.XSHG,510050,华夏上证50ETF,2017-05-26,2.468,2017-05-26,3.329,CNY,3.6098,-0.003,-0.1214,-0.1218,26812,华夏基金
585,510050.XSHG,510050,华夏上证50ETF,2017-05-31,2.476,2017-05-31,3.338,CNY,3.6215,0.008,0.3241,0.3241,26812,华夏基金
586,510050.XSHG,510050,华夏上证50ETF,2017-06-01,2.493,2017-06-01,3.359,CNY,3.6464,0.017,0.6866,0.6875,26812,华夏基金
587,510050.XSHG,510050,华夏上证50ETF,2017-06-02,2.472,2017-06-02,3.334,CNY,3.6156,-0.021,-0.8424,-0.8447,26812,华夏基金
588,510050.XSHG,510050,华夏上证50ETF,2017-06-05,2.447,2017-06-05,3.304,CNY,3.5791,-0.025,-1.0113,-1.0096,26812,华夏基金
589,510050.XSHG,510050,华夏上证50ETF,2017-06-06,2.463,2017-06-06,3.323,CNY,3.6025,0.016,0.6539,0.6537,26812,华夏基金
590,510050.XSHG,510050,华夏上证50ETF,2017-06-07,2.48,2017-06-07,3.343,CNY,3.6273,0.017,0.6902,0.6884,26812,华夏基金
591,510050.XSHG,510050,华夏上证50ETF,2017-06-08,2.503,2017-06-08,3.37,CNY,3.661,0.023,0.9274,0.929,26812,华夏基金
592,510050.XSHG,510050,华夏上证50ETF,2017-06-09,2.516,2017-06-09,3.386,CNY,3.68,0.013,0.5194,0.5189,26812,华夏基金
593,510050.XSHG,510050,华夏上证50ETF,2017-06-12,2.518,2017-06-12,3.388,CNY,3.6829,0.002,0.0795,0.0788,26812,华夏基金
594,510050.XSHG,510050,华夏上证50ETF,2017-06-13,2.512,2017-06-13,3.381,CNY,3.6741,-0.006,-0.2383,-0.239,26812,华夏基金
595,510050.XSHG,510050,华夏上证50ETF,2017-06-14,2.484,2017-06-14,3.348,CNY,3.6332,-0.028,-1.1146,-1.1132,26812,华夏基金
596,510050.XSHG,510050,华夏上证50ETF,2017-06-15,2.468,2017-06-15,3.329,CNY,3.6098,-0.016,-0.6441,-0.6441,26812,华夏基金
597,510050.XSHG,510050,华夏上证50ETF,2017-06-16,2.464,2017-06-16,3.324,CNY,3.6039,-0.004,-0.1621,-0.1635,26812,华夏基金
598,510050.XSHG,510050,华夏上证50ETF,2017-06-19,2.496,2017-06-19,3.362,CNY,3.6507,0.032,1.2987,1.2985,26812,华夏基金
599,510050.XSHG,510050,华夏上证50ETF,2017-06-20,2.486,2017-06-20,3.35,CNY,3.6361,-0.01,-0.4006,-0.4,26812,华夏基金
600,510050.XSHG,510050,华夏上证50ETF,2017-06-21,2.509,2017-06-21,3.377,CNY,3.6698,0.023,0.9252,0.9268,26812,华夏基金
601,510050.XSHG,510050,华夏上证50ETF,2017-06-22,2.529,2017-06-22,3.401,CNY,3.699,0.02,0.7971,0.7956,26812,华夏基金
602,510050.XSHG,510050,华夏上证50ETF,2017-06-23,2.541,2017-06-23,3.415,CNY,3.7166,0.012,0.4745,0.4758,26812,华夏基金
603,510050.XSHG,510050,华夏上证50ETF,2017-06-26,2.555,2017-06-26,3.432,CNY,3.737,0.014,0.551,0.5488,26812,华夏基金
604,510050.XSHG,510050,华夏上证50ETF,2017-06-27,2.567,2017-06-27,3.446,CNY,3.7546,0.012,0.4697,0.4709,26812,华夏基金
605,510050.XSHG,510050,华夏上证50ETF,2017-06-28,2.55,2017-06-28,3.426,CNY,3.7297,-0.017,-0.6623,-0.6632,26812,华夏基金
606,510050.XSHG,510050,华夏上证50ETF,2017-06-29,2.566,2017-06-29,3.445,CNY,3.7531,0.016,0.6275,0.6273,26812,华夏基金
607,510050.XSHG,510050,华夏上证50ETF,2017-06-30,2.563,2017-06-30,3.441,CNY,3.7487,-0.003,-0.1169,-0.1173,26812,华夏基金
608,510050.XSHG,510050,华夏上证50ETF,2017-07-03,2.548,2017-07-03,3.424,CNY,3.7268,-0.015,-0.5853,-0.5843,26812,华夏基金
609,510050.XSHG,510050,华夏上证50ETF,2017-07-04,2.524,2017-07-04,3.395,CNY,3.6917,-0.024,-0.9419,-0.9419,26812,华夏基金
610,510050.XSHG,510050,华夏上证50ETF,2017-07-05,2.562,2017-07-05,3.44,CNY,3.7473,0.038,1.5055,1.506,26812,华夏基金
611,510050.XSHG,510050,华夏上证50ETF,2017-07-06,2.571,2017-07-06,3.451,CNY,3.7604,0.009,0.3513,0.3495,26812,华夏基金
612,510050.XSHG,510050,华夏上证50ETF,2017-07-07,2.567,2017-07-07,3.446,CNY,3.7546,-0.004,-0.1556,-0.1543,26812,华夏基金
613,510050.XSHG,510050,华夏上证50ETF,2017-07-10,2.577,2017-07-10,3.458,CNY,3.7692,0.01,0.3896,0.3888,26812,华夏基金
